Time,Open,High,Low,Last,Change,%Chg,Volume
01/29/2021,33254.75,38600.73,31990.82,34630.63,1375.88,+4.14%,207334
01/28/2021,30992.14,33314.32,29912.48,33254.75,2262.61,+7.30%,105370
01/27/2021,32018.21,32911.59,29284.71,30992.14,-1021.87,-3.19%,134300
01/26/2021,32690.68,32805.92,30885.67,32014.01,-676.67,-2.07%,86990
01/25/2021,33341.94,34861.09,31017.82,32690.68,-651.23,-1.95%,83940
01/22/2021,31224.06,33848.71,28860.59,33341.91,2117.95,+6.78%,151411
01/21/2021,34901.66,35662.92,31058.7,31223.96,-3679.83,-10.54%,134668
01/20/2021,36433.5,36755.56,33427.73,34903.79,-1545.09,-4.24%,93482
01/19/2021,36229.3,37816.27,36102.97,36448.88,219.58,+0.61%,67346
01/18/2021,36328.9,37935.38,33900.26,36229.3,-99.6,-0.27%,66463
01/15/2021,38770.2,39690.97,34547.28,36328.9,-2441.87,-6.30%,110625
01/14/2021,37287.14,40073.41,36791.12,38770.77,1485.07,+3.98%,93340
01/13/2021,34697.17,37383.67,32451.09,37285.7,2588.75,+7.46%,101001
01/12/2021,34087.17,36598.54,32615.1,34696.95,610.05,+1.79%,135100
01/11/2021,39972,41412.52,30346.24,34086.9,-5898.74,-14.75%,254520
01/08/2021,39705.51,41933.26,36837.28,39985.64,294.64,+0.74%,134507
01/07/2021,35885.28,40296.29,35806.8,39691,3798.8,+10.58%,143418
01/06/2021,33787.01,36419.86,33413.94,35892.2,2101.6,+6.22%,133559
01/05/2021,31023.37,34185.83,30007.44,33790.6,2762.11,+8.90%,144041
01/04/2021,29243.14,34749.32,28383.16,31028.49,1785.35,+6.11%,183894
01/01/2021,28986.75,29644.52,28740.04,29243.14,256.4,+0.88%,50073
12/31/2020,28893.16,29301.78,28028.26,28986.74,93.52,+0.32%,102510
12/30/2020,26894.21,28981.42,26893.41,28893.22,1999.01,+7.43%,110711
12/29/2020,26595.84,27178.9,25867.79,26894.21,292.51,+1.10%,52503
12/28/2020,24406.87,28354.2,24363.3,26601.7,2180.8,+8.93%,48175
12/25/2020,23398.36,24655.63,23390.19,24420.9,1021.98,+4.37%,43433
12/24/2020,23295.88,23553.75,22721.2,23398.92,101.54,+0.44%,42086
12/23/2020,23440.95,24051.04,22841.84,23297.38,-143.48,-0.61%,57138
12/22/2020,23135.63,23607.64,22384.56,23440.86,302.64,+1.31%,44285
12/21/2020,22903.73,24282.03,22013.92,23138.22,234.49,+1.02%,111643
12/18/2020,22790.21,23277.96,22363.62,22903.73,115.9,+0.51%,55059
12/17/2020,21204.28,23697.98,21204.28,22787.83,1583.23,+7.47%,216846
12/16/2020,19428.12,21277.68,19307.07,21204.6,1776.2,+9.14%,125115
12/15/2020,19202.6,19557.99,19059.35,19428.4,225.68,+1.18%,54675
12/14/2020,18101.24,19416.22,18036.72,19202.72,1101.91,+6.09%,20253
12/11/2020,18345.95,18392.85,17598.33,18100.81,-245.19,-1.34%,60438
12/10/2020,18519.61,18636.6,17924.28,18346,-172.42,-0.93%,52133
12/09/2020,18780.14,18825.93,17658.52,18518.42,-261.4,-1.39%,82705
12/08/2020,19081.02,19290.31,18624.97,18779.82,-301.22,-1.58%,44097
12/07/2020,18813.86,19432.43,18511.95,19081.04,265.76,+1.41%,32305
12/04/2020,19462.65,19551.16,18721.51,18815.28,-647.37,-3.33%,42332
12/03/2020,19154.44,19607.7,18906.42,19462.65,307.91,+1.61%,41507
12/02/2020,19061.9,19334.75,18354.59,19154.74,94.47,+0.50%,47754
12/01/2020,19377.91,19908.22,18227.1,19060.27,-317.64,-1.64%,99986
11/30/2020,17008.25,19845.22,16886.12,19377.91,2369.66,+13.93%,86284
11/27/2020,17078.91,17460.56,16486.66,17008.25,-70.61,-0.41%,77111
11/26/2020,18860.7,18920.35,16259.89,17078.86,-1784.96,-9.46%,168411
11/25/2020,18932.84,19482.13,18665.82,18863.82,-69.02,-0.36%,72983
11/24/2020,18416.19,19419.29,18130.05,18932.84,516.16,+2.80%,105990
11/23/2020,18591.62,18966.61,17638.48,18416.68,-174.94,-0.94%,73438
11/20/2020,17943.48,18802.83,17721.38,18591.62,648.11,+3.61%,70261
11/19/2020,17780.6,18176.27,17367.55,17943.51,162.91,+0.92%,71402
11/18/2020,17626.23,18463.82,17319.43,17780.6,154.16,+0.87%,136768
11/17/2020,16708.49,17842.05,16568.96,17626.44,918,+5.49%,78794
11/16/2020,16282.69,16876.08,15725.25,16708.44,425.75,+2.61%,30454
11/13/2020,16253.79,16480.59,15981.3,16282.69,142.03,+0.88%,57692
11/12/2020,15820.74,16196.8,15503.51,16140.66,318.36,+2.01%,87770
11/11/2020,15386.36,15975.99,15290.51,15822.3,435.52,+2.83%,58284
11/10/2020,15380.98,15468.23,15105.6,15386.78,4.59,+0.03%,56107
11/09/2020,15544.86,15822.95,14410.63,15382.19,-162.66,-1.05%,88070
11/06/2020,15240.8,15945.59,15209.79,15544.85,303.98,+1.99%,117160
11/05/2020,14011.79,15287.09,14011.36,15240.87,1229.52,+8.78%,113692
11/04/2020,13738.09,14252.98,13551.08,14011.35,273.26,+1.99%,54016
11/03/2020,13622.03,13797.25,13298.55,13738.09,116.32,+0.85%,48285
11/02/2020,13648.49,14070.47,13223.32,13621.77,-26.78,-0.20%,34747
10/30/2020,13484.23,13677.71,13135.3,13648.55,164.32,+1.22%,40810
10/29/2020,13213.31,13640.23,12992.95,13484.23,270.92,+2.05%,62178
10/28/2020,13622.14,13851.41,12912.1,13213.31,-408.84,-3.00%,54790
10/27/2020,13022.09,13749.17,13000.92,13622.15,600.07,+4.61%,75948
10/26/2020,12942.91,13352.04,12801.53,13022.08,78.46,+0.61%,28764
10/23/2020,13119.58,13197.1,12736.18,12943.62,-176.17,-1.34%,30494
10/22/2020,12843.36,13216.85,12706.97,13119.79,276.14,+2.15%,100050
10/21/2020,11911.98,12887.81,11888.26,12843.65,931.67,+7.82%,110369
10/20/2020,11735.98,12047.4,11694.05,11911.98,175.86,+1.50%,33658
10/19/2020,11318.99,11828.82,11279.89,11736.12,416.33,+3.68%,26379
10/16/2020,11542.39,11547.16,11228.04,11319.79,-224.93,-1.95%,24592
10/15/2020,11393.36,11612.37,11273.25,11544.72,151.31,+1.33%,22819
10/14/2020,11435.69,11550.73,11300.65,11393.41,-41.86,-0.37%,19300
10/13/2020,11567.48,11724.52,11319.15,11435.27,-132.16,-1.14%,28348
10/12/2020,11040.73,11589.42,11026.54,11567.43,526.89,+4.77%,28614
10/09/2020,10896.82,11108.39,10840.68,11040.54,143.72,+1.32%,25272
10/08/2020,10661.57,10950.4,10543.56,10896.82,235.09,+2.20%,28660
10/07/2020,10547.45,10681.52,10533.77,10661.73,114.06,+1.08%,19155
10/06/2020,10743.14,10801.09,10535.07,10547.67,-195.47,-1.82%,20874
10/05/2020,10545.98,10767.8,10472.63,10743.14,197.25,+1.87%,15336
10/02/2020,10607.09,10663.51,10391.47,10545.89,-61.27,-0.58%,29207
10/01/2020,10710.08,10917.62,10462.73,10607.16,-102.92,-0.96%,36776
09/30/2020,10758.54,10861.41,10665.76,10710.08,-48.46,-0.45%,18080
09/29/2020,10870.04,10890.56,10643.92,10758.54,-111.4,-1.02%,22453
09/28/2020,10717.21,10948.75,10600.35,10869.94,152.38,+1.42%,19858
09/25/2020,10633.44,10788.86,10565.9,10717.56,84.12,+0.79%,27492
09/24/2020,10232.18,10712.24,10204.25,10633.44,401.1,+3.92%,27932
09/23/2020,10516.85,10575.2,10146.79,10232.34,-284.51,-2.71%,24222
09/22/2020,10480.15,10535.24,10367.79,10516.85,36.89,+0.35%,20855
09/21/2020,10889.71,11171.5,10324.7,10479.96,-409.54,-3.76%,64813
09/18/2020,10941.92,11033.58,10821.49,10889.5,-52.24,-0.48%,19685
09/17/2020,10996.6,11043.01,10755.58,10941.74,-54.9,-0.50%,24400
09/16/2020,10865.5,11098.41,10672.79,10996.64,130.39,+1.20%,31414
09/15/2020,10692.27,10937.27,10628.53,10866.25,173.98,+1.63%,31941
09/14/2020,10330.06,10753.51,10219.66,10692.27,362.23,+3.51%,30510
09/11/2020,10304.29,10379.33,10212.02,10330.04,25.76,+0.25%,19755
09/10/2020,10260.91,10487.96,10184.43,10304.28,43.44,+0.42%,32629
09/09/2020,10015.78,10348.02,9858.94,10260.84,245.06,+2.45%,31958
09/08/2020,10148.45,10439.3,9932.65,10015.78,-132.66,-1.31%,38548
09/07/2020,10604.49,10628.55,9884.18,10148.44,-455.92,-4.30%,33051
09/04/2020,10785.88,10800.65,9960.82,10604.36,-181.52,-1.68%,85905
09/03/2020,11374.55,11451.58,10511.85,10785.88,-588.67,-5.18%,67327
09/02/2020,12021.28,12056.17,11221.57,11374.55,-646.17,-5.38%,52740
09/01/2020,11678.25,12060.58,11554.71,12020.72,342.47,+2.93%,35830
08/31/2020,11500.22,11776.19,11435.05,11678.25,175.61,+1.53%,21052
08/28/2020,11263.41,11549.05,11254.58,11502.64,239.23,+2.12%,24892
08/27/2020,11511.86,11589.42,11133.49,11263.41,-248.45,-2.16%,34782
08/26/2020,11269.62,11540.21,11258.31,11511.86,242.24,+2.15%,22838
08/25/2020,11728.86,11786.89,11126.87,11269.62,-459.24,-3.92%,35710
08/24/2020,11623.34,11825.31,11380.38,11728.86,78.79,+0.68%,16282
08/21/2020,11863.53,11884.41,11614.56,11650.07,-213.99,-1.80%,31279
08/20/2020,11716.63,11891.88,11681.12,11864.06,147.43,+1.26%,23171
08/19/2020,12032.02,12097.92,11617.32,11716.63,-314.74,-2.62%,43466
08/18/2020,12322.48,12405.51,11846.3,12031.37,-291.11,-2.36%,47952
08/17/2020,11792.43,12476.88,11704,12322.48,550.88,+4.68%,85730
08/14/2020,11630.87,11856.97,11630.87,11771.6,140.73,+1.21%,36807
08/13/2020,11571.15,11659.09,11280.98,11630.87,59.72,+0.52%,30205
08/12/2020,11195.81,11620.25,11141.87,11571.15,373.6,+3.34%,34673
08/11/2020,11859.05,11936.85,11139.23,11197.55,-661.51,-5.58%,49854
08/10/2020,11573.42,12073.09,11533.37,11859.06,284.88,+2.46%,48186
08/07/2020,11859.61,11911.65,11356.23,11574.18,-285.43,-2.41%,53171
08/06/2020,11692.86,11909.66,11568.07,11859.61,166.74,+1.43%,43976
08/05/2020,11217.31,11724.92,11109.49,11692.87,475.56,+4.24%,32935
08/04/2020,11380.92,11410.68,11044.15,11217.31,-163.61,-1.44%,31961
08/03/2020,11348.12,12101.63,10661.65,11380.92,32.8,+0.29%,47604
07/31/2020,11152.88,11455.24,10982.22,11348.12,195.31,+1.75%,42991
07/30/2020,11223.06,11349.05,10867.84,11152.81,-70.98,-0.63%,39051
07/29/2020,10982.32,11295.61,10856.63,11223.79,242.82,+2.21%,49085
07/28/2020,10879.59,11382.25,10590.36,10980.97,101.38,+0.93%,162758
07/27/2020,9628.27,10905.53,9534.71,10879.59,1251.31,+13.00%,124763
07/24/2020,9590.67,9633.15,9478.59,9628.28,37.62,+0.39%,23946
07/23/2020,9376.62,9665.85,9370.19,9590.66,214.04,+2.28%,70321
07/22/2020,9377.46,9399.83,9296.97,9376.62,-0.85,-0.01%,17716
07/21/2020,9176.8,9435.83,9155.59,9377.47,200.67,+2.19%,28527
07/20/2020,9157.87,9234.62,9113.49,9176.8,18.93,+0.21%,15535
07/17/2020,9105.27,9181.17,9083.15,9157.87,52.72,+0.58%,16975
07/16/2020,9213.04,9230.61,9037.31,9105.15,-107.89,-1.17%,24930
07/15/2020,9274.5,9278.5,9160.91,9213.04,-61.45,-0.66%,18028
07/14/2020,9247.74,9278.14,9126.81,9274.49,26.75,+0.29%,20960
07/13/2020,9233.74,9341.74,9168.57,9247.74,14.01,+0.15%,20686
07/10/2020,9239.66,9257.22,9130.18,9233.73,-5.93,-0.06%,17413
07/09/2020,9431.7,9469.14,9170.25,9239.66,-192.22,-2.04%,25413
07/08/2020,9255.85,9472.81,9233.09,9431.88,176.23,+1.90%,27910
07/07/2020,9278.9,9376.68,9208.77,9255.65,-23.25,-0.25%,21314
07/06/2020,9092.85,9352.89,8934.94,9278.9,186.05,+2.05%,28166
07/03/2020,9083.53,9146.72,9059.59,9092.85,9.36,+0.10%,16602
07/02/2020,9239.49,9264.51,8952.36,9083.49,-156.01,-1.69%,29029
07/01/2020,9147.06,9298.23,9096.22,9239.5,92.44,+1.01%,21233
06/30/2020,9182.33,9235.36,9064.17,9147.06,-35.27,-0.38%,18097
06/29/2020,9192.46,9206.5,8848.18,9182.33,-10.66,-0.12%,36135
06/26/2020,9277.89,9328.97,9039.4,9192.99,-84.9,-0.92%,32279
06/25/2020,9290.51,9316.93,9010.34,9277.89,-12.59,-0.14%,58813
06/24/2020,9631.86,9665.03,9212.66,9290.48,-341.68,-3.55%,38517
06/23/2020,9655.95,9781.36,9581.86,9632.16,-23.55,-0.24%,28448
06/22/2020,9316.43,9664.79,9191.16,9655.71,339.52,+3.64%,26567
06/19/2020,9328.07,9419.42,9235.87,9316.19,-15.36,-0.16%,23805
06/18/2020,9374.29,9479.86,9316.32,9331.55,-40.66,-0.43%,18283
06/17/2020,9494.75,9552.3,9246.67,9372.21,-122.74,-1.29%,25277
06/16/2020,9483.34,9586.36,9383.16,9494.95,11.61,+0.12%,31092
06/15/2020,9463.33,9490.54,8912.17,9483.34,20.01,+0.21%,85471
06/12/2020,9345.47,9544.28,9238.79,9463.33,119.12,+1.27%,33935
06/11/2020,9869.42,9961.74,9096.88,9344.21,-525.21,-5.32%,78045
06/10/2020,9751.39,9998.98,9714.86,9869.42,118.01,+1.21%,37264
06/09/2020,9702.36,9881.52,9603.25,9751.41,49.06,+0.51%,28920
06/08/2020,9714.69,9806.88,9409.76,9702.35,-12.11,-0.12%,22383
06/05/2020,9786.16,9855.47,9620.17,9714.46,-71.7,-0.73%,31850
06/04/2020,9582.72,9876.75,9471.61,9786.16,203.44,+2.12%,37522
06/03/2020,9523.19,9635.59,9426.31,9582.72,59.54,+0.63%,28707
06/02/2020,9693.2,10359.58,9340.02,9523.18,-170.02,-1.75%,197105
06/01/2020,9416.4,9734.65,9332.33,9693.2,276.8,+2.94%,27817
05/29/2020,9448.09,9616.02,9344.93,9416.4,-31.43,-0.33%,36482
05/28/2020,9165.17,9528.46,9058.34,9447.83,282.66,+3.08%,43167
05/27/2020,8863.72,9217.03,8807.22,9165.17,301.92,+3.41%,31811
05/26/2020,8917.92,9006.67,8705.92,8863.25,-54.67,-0.61%,30186
05/25/2020,9183.91,9309.51,8647.02,8917.92,-265.31,-2.89%,44942
05/22/2020,9060.62,9263.09,8942.69,9183.23,122.61,+1.35%,38082
05/21/2020,9587.65,9587.73,8819.19,9060.62,-527.03,-5.50%,111118
05/20/2020,9688.13,9835.19,9323.33,9587.65,-100.46,-1.04%,51950
05/19/2020,9679.22,9889.29,9478.14,9688.11,8.89,+0.09%,66542
05/18/2020,9236.12,9942.5,9211.56,9679.22,443.1,+4.80%,55182
05/15/2020,9658.45,9846.5,9162.84,9236.12,-422.08,-4.37%,72421
05/14/2020,9308.47,9934.35,9270.67,9658.2,351.08,+3.77%,84319
05/13/2020,8819.6,9338.61,8755.14,9307.12,486.5,+5.52%,51639
05/12/2020,8638.11,8972.94,8489.76,8820.62,182.51,+2.11%,55260
05/11/2020,9996.06,10013.45,8201.24,8638.11,-1357.95,-13.58%,126807
05/08/2020,9802.24,10058.62,9736.97,9996.06,194.46,+1.98%,120351
05/07/2020,9247.68,9956.52,9055.27,9801.6,553.92,+5.99%,157636
05/06/2020,8955.94,9394.25,8924.35,9247.68,291.74,+3.26%,90622
05/05/2020,8934.08,9119.8,8792.58,8955.94,25.68,+0.29%,47938
05/04/2020,8743.89,9198.67,8537.79,8930.26,186.55,+2.13%,48876
05/01/2020,8821.71,9065.31,8595.02,8743.71,-78.71,-0.89%,57359
04/30/2020,8927.21,9460.63,8414.32,8822.42,-104.47,-1.17%,138860
04/29/2020,7734.99,8928.42,7718.93,8926.89,1191.9,+15.41%,199208
04/28/2020,7708.23,7793.01,7673.69,7734.99,26.77,+0.35%,32005
04/27/2020,7535.4,7786.64,7451.23,7708.22,172.82,+2.29%,39007
04/24/2020,7541.93,7615.89,7405.22,7535.4,-6.53,-0.09%,44154
04/23/2020,7124.6,7724.16,7041.44,7541.93,417.33,+5.86%,67677
04/22/2020,6895.76,7164.86,6828.84,7124.6,227.85,+3.30%,34332
04/21/2020,6870.66,6937.81,6778.33,6896.75,27.17,+0.40%,36117
04/20/2020,7061.85,7301.64,6765.37,6869.58,-192.27,-2.72%,53221
04/17/2020,7053,7205.42,7002.43,7061.85,9.57,+0.14%,44727
04/16/2020,6752.4,7128.28,6485.16,7052.28,299.88,+4.44%,79500
04/15/2020,6871.67,6936.65,6694.73,6752.4,-119.19,-1.73%,34195
04/14/2020,6833.39,6984.86,6776.47,6871.59,39.57,+0.58%,37980
04/13/2020,6928.04,7197.37,6593.76,6832.02,-96.02,-1.39%,63311
04/10/2020,7305.65,7322.83,6761.23,6928.04,-377.61,-5.17%,61561
04/09/2020,7326.53,7395.93,7125.69,7305.65,-20.88,-0.28%,41626
04/08/2020,7120.28,7423.1,7091,7326.53,205.69,+2.89%,46430
04/07/2020,7229.05,7461.54,7084.35,7120.84,-108.21,-1.50%,64040
04/06/2020,6704.3,7319.93,6679.16,7229.05,524.77,+7.83%,71677
04/03/2020,6750.29,7042.74,6616.87,6704.28,-45.12,-0.67%,57633
04/02/2020,6355.57,7244.3,6355.56,6749.4,393.83,+6.20%,104522
04/01/2020,6480.71,6495.97,6166.48,6355.57,-124.24,-1.92%,41851
03/31/2020,6479.6,6600.36,6352.91,6479.81,0.2,0.00%,42385
03/30/2020,6682.13,6706.03,5866.9,6479.61,-202.58,-3.03%,62072
03/27/2020,6747.08,6865.72,6589.21,6682.19,-64.9,-0.96%,49960
03/26/2020,6597.68,6792.56,6541.94,6747.09,149.28,+2.26%,44010
03/25/2020,6751.6,6974.3,6487.95,6597.81,-153.79,-2.28%,66946
03/24/2020,6418.29,6847.22,6361.9,6751.6,333.21,+5.19%,107109
03/23/2020,5957.79,6625.48,5720.83,6418.39,457.28,+7.67%,91678
03/20/2020,6252.34,6926.59,5690.21,5961.11,-291.23,-4.66%,118468
03/19/2020,5342.22,6382.74,5267.61,6252.34,910.12,+17.04%,116114
03/18/2020,5474,5563.54,5029.03,5342.22,-132.12,-2.41%,86404
03/17/2020,4904.49,5504.26,4868.74,5474.34,569.75,+11.62%,110535
03/16/2020,5420.56,5948.57,4452.6,4904.59,-515.24,-9.51%,344373
03/13/2020,5763.53,5965.47,3925.27,5419.83,-344.75,-5.98%,528158
03/12/2020,7865.29,7997.84,5615.65,5764.58,-2100.74,-26.71%,337862
03/11/2020,8003.77,8043.39,7603.34,7865.32,-138.45,-1.73%,34369
03/10/2020,7866.08,8158.53,7752.68,8003.77,137.77,+1.75%,48885
03/09/2020,9141.14,9214.81,7665.49,7866,-1275.38,-13.95%,74392
03/06/2020,9116.65,9181.32,9007.04,9141.38,24.73,+0.27%,16308
03/05/2020,8734.25,9173.13,8733.11,9116.65,382.4,+4.38%,29657
03/04/2020,8745.59,8852.53,8689.28,8734.25,-11.34,-0.13%,18969
03/03/2020,8946.57,8976.31,8673.26,8745.59,-200.99,-2.25%,21488
03/02/2020,8673.01,8952.47,8432.31,8946.58,273.56,+3.15%,27895
02/28/2020,8764.83,8900.09,8442.35,8673.02,-91.82,-1.05%,29895
02/27/2020,8754.39,8972.37,8531.84,8764.84,11.4,+0.13%,31704
02/26/2020,9385.08,9425.55,8651.5,8753.44,-631.63,-6.73%,49520
02/25/2020,9608.81,9679.95,9253.02,9385.07,-223.74,-2.33%,24730
02/24/2020,9672.82,10024.3,9491.61,9608.81,-64.01,-0.66%,26111
02/21/2020,9610.49,9766.4,9580.55,9672.82,62.33,+0.65%,16305
02/20/2020,9598.12,9706.1,9457.1,9610.49,9.9,+0.10%,31363
02/19/2020,10148.46,10301.4,9340.23,9600.59,-547.87,-5.40%,39242
02/18/2020,9647.99,10276.44,9620.17,10148.46,500.37,+5.19%,28117
02/17/2020,10339.16,10391.33,9481.07,9648.09,-691.09,-6.68%,35402
02/14/2020,10184.26,10386.71,10103.74,10339.18,157.15,+1.54%,26254
02/13/2020,10381.52,10499.36,10086.25,10182.03,-199.49,-1.92%,60700
02/12/2020,10234.35,10474.59,10213.92,10381.52,147.18,+1.44%,60309
02/11/2020,9865.2,10345.26,9714.74,10234.34,369.14,+3.74%,46855
02/10/2020,9742.78,10186.32,9663.01,9865.2,122.42,+1.26%,40326
02/07/2020,9737.64,9862.46,9656.72,9742.78,5.79,+0.06%,25844
02/06/2020,9688.74,9854.41,9537.9,9736.99,48.25,+0.50%,40260
02/05/2020,9146.82,9739.84,9136.29,9688.74,541.82,+5.92%,55708
02/04/2020,9283.17,9345.68,9091.73,9146.92,-136.23,-1.47%,25188
02/03/2020,9354.95,9591.7,9195.49,9283.15,-71.81,-0.77%,47926
01/31/2020,9551.07,9560.99,9207.13,9354.96,-196.11,-2.05%,28761
01/30/2020,9360.05,9558.68,9191.38,9551.07,191.03,+2.04%,42927
01/29/2020,9048.56,9426.85,9040.2,9360.04,311.49,+3.44%,42429
01/28/2020,8945.92,9183.22,8879.15,9048.55,102.62,+1.15%,41542
01/27/2020,8501.06,8988.1,8262.33,8945.93,444.87,+5.23%,34766
01/24/2020,8385.9,8511.71,8226.83,8501.06,115.16,+1.37%,27501
01/23/2020,8640.84,8666.63,8284.44,8385.9,-254.95,-2.95%,35698
01/22/2020,8725.8,8790.6,8588.84,8640.85,-84.95,-0.97%,17472
01/21/2020,8674.44,8774.55,8490.92,8725.8,51.12,+0.59%,23586
01/20/2020,8906.81,9177.97,8516.1,8674.68,-232.09,-2.61%,24422
01/17/2020,8682.47,8999.27,8668.08,8906.77,224.35,+2.58%,46995
01/16/2020,8820.93,8860.95,8590.93,8682.42,-138.51,-1.57%,31202
01/15/2020,8733.29,8886.47,8563.78,8820.93,86.94,+1.00%,48930
01/14/2020,8133.67,8844.65,8120.39,8733.99,600.32,+7.38%,122070
01/13/2020,8049.33,8285.84,7965.97,8133.67,84.34,+1.05%,19632
01/10/2020,7789.09,8130.06,7677.25,8049.33,260.47,+3.34%,40942
01/09/2020,8003.06,8106.84,7758.72,7788.86,-214.2,-2.68%,32882
01/08/2020,8018.5,8453.81,7868.62,8003.06,-15.76,-0.20%,67841
01/07/2020,7580.6,8191.42,7580.6,8018.82,438.22,+5.78%,66833
01/06/2020,7278.01,7606.28,7258.21,7580.6,302.47,+4.16%,28655
01/03/2020,6974.4,7403.53,6873.41,7278.13,303.73,+4.35%,41442
01/02/2020,7232.83,7232.83,6931.12,6974.4,-256.55,-3.55%,25125
01/01/2020,7169.3,7242.97,7162.46,7230.95,61.65,+0.86%,12036
12/31/2019,7254.91,7308.32,7130.68,7169.3,-85.61,-1.18%,18713
12/30/2019,7231.35,7534.99,7214.64,7254.91,23.65,+0.33%,21428
12/27/2019,7201.33,7263.5,7086.06,7231.26,29.37,+0.41%,25729
12/26/2019,7222.22,7434.59,7182.6,7201.89,-52.96,-0.73%,21233
12/25/2019,7251.23,7271.74,7131.05,7254.85,3.95,+0.05%,12590
12/24/2019,7320.66,7425.54,7167.05,7250.9,-69.76,-0.95%,27739
12/23/2019,7205.34,7695.39,7131.36,7320.66,115.32,+1.60%,43307
12/20/2019,7163.44,7227.78,7094.16,7205.34,41.9,+0.58%,22607
12/19/2019,7140.42,7444.29,7057.42,7163.44,23.16,+0.32%,40082
12/18/2019,6634.42,7223.68,6453.65,7140.28,505.86,+7.62%,64620
12/17/2019,6894.59,6944.67,6600.95,6634.42,-260.63,-3.78%,42201
12/16/2019,7248.67,7272.91,6862.98,6895.05,-353.6,-4.88%,42810
12/13/2019,7212.83,7305.2,7190.95,7248.65,35.9,+0.50%,18242
12/12/2019,7202.54,7296.61,7113.9,7212.75,11.33,+0.16%,26976
12/11/2019,7230.84,7277.93,7154.01,7201.42,-29.37,-0.41%,19808
12/10/2019,7364.66,7402.11,7173.19,7230.79,-133.87,-1.82%,22433
12/09/2019,7482.28,7670.67,7304.47,7364.66,-117.62,-1.57%,33964
12/06/2019,7387.49,7612.02,7330.82,7482.28,94.79,+1.28%,27385
12/05/2019,7197.18,7487.12,7175.17,7387.49,190.31,+2.64%,28495
12/04/2019,7340.1,7761.79,7121.48,7197.18,-142.92,-1.95%,51119
12/03/2019,7328.06,7419.71,7264.1,7340.1,12.04,+0.16%,19002
12/02/2019,7715.9,7820.55,7186.47,7328.06,-387.82,-5.03%,25050
11/29/2019,7569,7872.99,7386.32,7715.88,145.69,+1.92%,38789
11/28/2019,7558.71,7662.27,7436.84,7570.19,11.48,+0.15%,26638
11/27/2019,7118.9,7672.22,6872.51,7558.71,439.81,+6.18%,66183
11/26/2019,7220.27,7348.74,7036.99,7118.9,-99.02,-1.37%,35995
11/25/2019,7349.59,7382.62,6557.63,7217.92,-131.67,-1.79%,87579
11/22/2019,7604.66,7724.77,6807.71,7349.59,-255.06,-3.35%,94988
11/21/2019,8098.71,8124.75,7458.68,7604.65,-492.85,-6.09%,49289
11/20/2019,8114.51,8230.73,8050.92,8097.5,-17.01,-0.21%,18083
11/19/2019,8233.57,8234.06,8021.6,8114.51,-118.8,-1.44%,24172
11/18/2019,8458.14,8650.12,8074.3,8233.31,-224.83,-2.66%,30929
11/15/2019,8657.42,8773.74,8392.05,8458.14,-199.28,-2.30%,29470
11/14/2019,8757.28,8794.42,8578.15,8657.42,-99.86,-1.14%,17877
11/13/2019,8772.58,8835.44,8717.18,8757.28,-15.3,-0.17%,15225
11/12/2019,8740.4,8854.05,8587.34,8772.58,32.18,+0.37%,21386
11/11/2019,8867.1,9120.61,8626.11,8740.4,-126.7,-1.43%,25713
11/08/2019,9217.47,9252.46,8690.47,8867.1,-350.54,-3.80%,41073
11/07/2019,9322.08,9377.44,9105.01,9217.64,-104.44,-1.12%,20469
11/06/2019,9361.45,9444.99,9266.29,9322.08,-39.37,-0.42%,21869
11/05/2019,9446.48,9487.44,9201.14,9361.45,-84.84,-0.90%,24789
11/04/2019,9217.82,9580.24,9090.34,9446.29,228.53,+2.48%,28682
11/01/2019,9207.89,9303.33,9066.12,9217.76,9.78,+0.11%,28755
10/31/2019,9187.52,9424.96,8971.92,9207.98,20.34,+0.22%,30285
10/30/2019,9451.35,9473.77,9017.84,9187.64,-263.73,-2.79%,34801
10/29/2019,9462.03,9559,9099.09,9451.37,-10.83,-0.11%,44957
10/28/2019,8580.2,10289.41,8575.14,9462.2,882,+10.28%,55286
10/25/2019,7463.07,8740.09,7409.61,8580.2,1117.13,+14.97%,81190
10/24/2019,7495.62,7514.64,7384.38,7463.07,-32.55,-0.43%,32148
10/23/2019,8133.85,8133.85,7354.75,7495.62,-639.46,-7.86%,92798
10/22/2019,8210.56,8315.97,8096.17,8135.08,-75.48,-0.92%,21558
10/21/2019,7953.25,8356.03,7897.08,8210.56,257.17,+3.23%,25219
10/18/2019,8053.18,8124.74,7849.62,7953.39,-102.28,-1.27%,27679
10/17/2019,7994.74,8135.05,7948.98,8055.67,60.94,+0.76%,22213
10/16/2019,8154.07,8184.12,7935.69,7994.73,-158.89,-1.95%,33404
10/15/2019,8352.02,8425.94,8152.83,8153.62,-198.43,-2.38%,25541
10/14/2019,8344.91,8474.61,8213.83,8352.05,7.22,+0.09%,17694
10/11/2019,8582.18,8802.94,8296.95,8344.83,-237.35,-2.77%,38292
10/10/2019,8594.42,8663.29,8462.6,8582.18,-12.24,-0.14%,30680
10/09/2019,8146.21,8691.83,8135.53,8594.42,448.21,+5.50%,45707
10/08/2019,8222.54,8351.51,8133.16,8146.21,-76.33,-0.93%,21961
10/07/2019,8173.69,8319.53,7789.52,8222.54,49.41,+0.60%,40117
